Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Bamako,PM2.5 - Principal,2021-02-17 01:00 AM,2021,02,17,01,131.8,190,Unhealthy,111.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 02:00 AM,2021,02,17,02,92.9,170,Unhealthy,54.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 03:00 AM,2021,02,17,03,73.9,161,Unhealthy,55.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 04:00 AM,2021,02,17,04,48.4,133,Unhealthy for Sensitive Groups,23.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 05:00 AM,2021,02,17,05,34.7,99,Moderate,21.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 06:00 AM,2021,02,17,06,28.8,86,Moderate,23.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 07:00 AM,2021,02,17,07,31.4,92,Moderate,34.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 08:00 AM,2021,02,17,08,39.2,110,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 09:00 AM,2021,02,17,09,43.0,119,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 10:00 AM,2021,02,17,10,61.0,154,Unhealthy,79.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 11:00 AM,2021,02,17,11,50.4,138,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 12:00 PM,2021,02,17,12,44.2,122,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 01:00 PM,2021,02,17,13,35.6,101,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 02:00 PM,2021,02,17,14,36.3,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 03:00 PM,2021,02,17,15,38.6,109,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 04:00 PM,2021,02,17,16,39.8,112,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 05:00 PM,2021,02,17,17,42.4,118,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 06:00 PM,2021,02,17,18,49.2,135,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 07:00 PM,2021,02,17,19,179.1,229,Very Unhealthy,309.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 08:00 PM,2021,02,17,20,162.5,213,Very Unhealthy,146.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 09:00 PM,2021,02,17,21,467.3,478,Hazardous,772.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-17 10:00 PM,2021,02,17,22,467.4,478,Hazardous,-999.0,UG/M3,1 Hr,Missing
Bamako,PM2.5 - Principal,2021-02-17 11:00 PM,2021,02,17,23,705.9,636,Hazardous,825.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 12:00 AM,2021,02,18,00,815.8,708,Hazardous,898.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 01:00 AM,2021,02,18,01,864.5,740,Hazardous,907.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 02:00 AM,2021,02,18,02,872.6,746,Hazardous,880.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 03:00 AM,2021,02,18,03,861.7,739,Hazardous,851.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 04:00 AM,2021,02,18,04,814.0,707,Hazardous,767.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 05:00 AM,2021,02,18,05,745.8,662,Hazardous,678.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 06:00 AM,2021,02,18,06,698.4,631,Hazardous,651.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 07:00 AM,2021,02,18,07,616.6,577,Hazardous,535.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 08:00 AM,2021,02,18,08,498.7,499,Hazardous,381.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 09:00 AM,2021,02,18,09,378.3,419,Hazardous,258.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 10:00 AM,2021,02,18,10,320.6,370,Hazardous,263.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 11:00 AM,2021,02,18,11,293.2,343,Hazardous,266.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 12:00 PM,2021,02,18,12,334.5,384,Hazardous,376.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 01:00 PM,2021,02,18,13,311.7,362,Hazardous,289.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 02:00 PM,2021,02,18,14,297.2,347,Hazardous,283.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 03:00 PM,2021,02,18,15,292.5,343,Hazardous,288.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 04:00 PM,2021,02,18,16,293.7,344,Hazardous,295.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 05:00 PM,2021,02,18,17,301.8,352,Hazardous,310.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 06:00 PM,2021,02,18,18,304.8,355,Hazardous,308.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 07:00 PM,2021,02,18,19,311.0,361,Hazardous,329.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 08:00 PM,2021,02,18,20,326.7,377,Hazardous,362.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 09:00 PM,2021,02,18,21,320.3,370,Hazardous,307.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 10:00 PM,2021,02,18,22,315.5,365,Hazardous,304.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-18 11:00 PM,2021,02,18,23,317.8,368,Hazardous,324.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 12:00 AM,2021,02,19,00,319.2,369,Hazardous,328.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 01:00 AM,2021,02,19,01,321.6,371,Hazardous,328.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 02:00 AM,2021,02,19,02,318.6,368,Hazardous,307.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 03:00 AM,2021,02,19,03,315.9,366,Hazardous,303.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 04:00 AM,2021,02,19,04,314.6,365,Hazardous,305.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 05:00 AM,2021,02,19,05,312.6,363,Hazardous,303.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 06:00 AM,2021,02,19,06,311.4,361,Hazardous,306.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 07:00 AM,2021,02,19,07,308.7,359,Hazardous,300.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 08:00 AM,2021,02,19,08,313.0,363,Hazardous,339.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 09:00 AM,2021,02,19,09,317.7,368,Hazardous,342.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 10:00 AM,2021,02,19,10,318.5,368,Hazardous,320.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 11:00 AM,2021,02,19,11,287.1,337,Hazardous,221.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 12:00 PM,2021,02,19,12,222.1,272,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 01:00 PM,2021,02,19,13,193.5,244,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 02:00 PM,2021,02,19,14,159.2,210,Very Unhealthy,125.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 03:00 PM,2021,02,19,15,142.1,196,Unhealthy,125.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 04:00 PM,2021,02,19,16,131.0,190,Unhealthy,120.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 05:00 PM,2021,02,19,17,123.9,186,Unhealthy,117.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 06:00 PM,2021,02,19,18,120.4,185,Unhealthy,117.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 07:00 PM,2021,02,19,19,127.2,188,Unhealthy,134.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 08:00 PM,2021,02,19,20,130.5,190,Unhealthy,134.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 09:00 PM,2021,02,19,21,182.7,233,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 10:00 PM,2021,02,19,22,263.3,314,Hazardous,344.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-19 11:00 PM,2021,02,19,23,255.1,306,Hazardous,247.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 12:00 AM,2021,02,20,00,191.0,241,Very Unhealthy,127.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 01:00 AM,2021,02,20,01,156.0,206,Very Unhealthy,121.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 02:00 AM,2021,02,20,02,172.0,222,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 03:00 AM,2021,02,20,03,149.5,200,Unhealthy,127.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 04:00 AM,2021,02,20,04,151.2,202,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 05:00 AM,2021,02,20,05,172.6,223,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 06:00 AM,2021,02,20,06,201.8,252,Very Unhealthy,231.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 07:00 AM,2021,02,20,07,228.4,278,Very Unhealthy,255.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 08:00 AM,2021,02,20,08,257.2,308,Hazardous,286.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 09:00 AM,2021,02,20,09,288.1,338,Hazardous,319.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 10:00 AM,2021,02,20,10,307.5,357,Hazardous,327.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 11:00 AM,2021,02,20,11,307.2,357,Hazardous,307.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 12:00 PM,2021,02,20,12,304.6,355,Hazardous,302.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 01:00 PM,2021,02,20,13,305.3,355,Hazardous,306.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 02:00 PM,2021,02,20,14,292.6,343,Hazardous,280.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 03:00 PM,2021,02,20,15,277.3,328,Hazardous,262.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 04:00 PM,2021,02,20,16,266.0,316,Hazardous,244.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 05:00 PM,2021,02,20,17,249.2,299,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 06:00 PM,2021,02,20,18,237.1,287,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 07:00 PM,2021,02,20,19,236.0,286,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 08:00 PM,2021,02,20,20,243.6,293,Very Unhealthy,258.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 09:00 PM,2021,02,20,21,310.2,360,Hazardous,390.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 10:00 PM,2021,02,20,22,330.2,380,Hazardous,354.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-20 11:00 PM,2021,02,20,23,321.9,372,Hazardous,312.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 12:00 AM,2021,02,21,00,303.6,354,Hazardous,282.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 01:00 AM,2021,02,21,01,280.0,330,Hazardous,252.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 02:00 AM,2021,02,21,02,253.5,304,Hazardous,222.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 03:00 AM,2021,02,21,03,242.7,292,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 04:00 AM,2021,02,21,04,205.9,256,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 05:00 AM,2021,02,21,05,172.9,223,Very Unhealthy,140.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 06:00 AM,2021,02,21,06,160.4,211,Very Unhealthy,148.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 07:00 AM,2021,02,21,07,157.2,208,Very Unhealthy,154.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 08:00 AM,2021,02,21,08,160.6,211,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 09:00 AM,2021,02,21,09,168.2,219,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 10:00 AM,2021,02,21,10,157.6,208,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 11:00 AM,2021,02,21,11,151.7,202,Very Unhealthy,146.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 12:00 PM,2021,02,21,12,150.2,200,Unhealthy,147.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 01:00 PM,2021,02,21,13,147.5,199,Unhealthy,142.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 02:00 PM,2021,02,21,14,146.8,198,Unhealthy,146.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 03:00 PM,2021,02,21,15,144.8,197,Unhealthy,133.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 04:00 PM,2021,02,21,16,129.0,189,Unhealthy,109.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 05:00 PM,2021,02,21,17,105.5,177,Unhealthy,87.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 06:00 PM,2021,02,21,18,98.2,173,Unhealthy,91.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 07:00 PM,2021,02,21,19,103.1,176,Unhealthy,108.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 08:00 PM,2021,02,21,20,151.0,201,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 09:00 PM,2021,02,21,21,160.5,211,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 10:00 PM,2021,02,21,22,135.7,192,Unhealthy,111.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-21 11:00 PM,2021,02,21,23,121.8,185,Unhealthy,108.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 12:00 AM,2021,02,22,00,116.9,183,Unhealthy,112.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 01:00 AM,2021,02,22,01,117.4,183,Unhealthy,118.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 02:00 AM,2021,02,22,02,119.2,184,Unhealthy,121.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 03:00 AM,2021,02,22,03,110.1,179,Unhealthy,101.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 04:00 AM,2021,02,22,04,100.5,174,Unhealthy,91.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 05:00 AM,2021,02,22,05,84.2,166,Unhealthy,68.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 06:00 AM,2021,02,22,06,75.1,161,Unhealthy,66.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 07:00 AM,2021,02,22,07,71.0,159,Unhealthy,67.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 08:00 AM,2021,02,22,08,92.0,170,Unhealthy,113.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 09:00 AM,2021,02,22,09,115.0,182,Unhealthy,138.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 10:00 AM,2021,02,22,10,91.4,170,Unhealthy,68.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 11:00 AM,2021,02,22,11,73.7,160,Unhealthy,56.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 12:00 PM,2021,02,22,12,60.3,153,Unhealthy,47.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 01:00 PM,2021,02,22,13,54.6,148,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 02:00 PM,2021,02,22,14,50.3,137,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 03:00 PM,2021,02,22,15,48.1,132,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 04:00 PM,2021,02,22,16,44.5,123,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 05:00 PM,2021,02,22,17,45.2,125,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 06:00 PM,2021,02,22,18,45.1,125,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 07:00 PM,2021,02,22,19,49.5,135,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 08:00 PM,2021,02,22,20,64.2,155,Unhealthy,79.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 09:00 PM,2021,02,22,21,64.7,156,Unhealthy,66.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 10:00 PM,2021,02,22,22,62.9,155,Unhealthy,61.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-22 11:00 PM,2021,02,22,23,63.4,155,Unhealthy,64.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 12:00 AM,2021,02,23,00,55.0,149,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 01:00 AM,2021,02,23,01,43.3,120,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 02:00 AM,2021,02,23,02,37.1,105,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 03:00 AM,2021,02,23,03,45.5,126,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 04:00 AM,2021,02,23,04,67.8,157,Unhealthy,90.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 05:00 AM,2021,02,23,05,65.4,156,Unhealthy,63.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 06:00 AM,2021,02,23,06,58.7,153,Unhealthy,52.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 07:00 AM,2021,02,23,07,53.8,146,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 08:00 AM,2021,02,23,08,70.9,159,Unhealthy,88.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 09:00 AM,2021,02,23,09,86.9,167,Unhealthy,103.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 10:00 AM,2021,02,23,10,76.9,162,Unhealthy,67.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 11:00 AM,2021,02,23,11,67.4,157,Unhealthy,58.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 12:00 PM,2021,02,23,12,66.2,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 01:00 PM,2021,02,23,13,60.1,153,Unhealthy,54.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 02:00 PM,2021,02,23,14,85.5,166,Unhealthy,111.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 03:00 PM,2021,02,23,15,65.7,156,Unhealthy,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 04:00 PM,2021,02,23,16,55.8,151,Unhealthy,46.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 05:00 PM,2021,02,23,17,50.4,138,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 06:00 PM,2021,02,23,18,50.2,137,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 07:00 PM,2021,02,23,19,56.1,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 08:00 PM,2021,02,23,20,61.0,154,Unhealthy,66.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 09:00 PM,2021,02,23,21,63.5,155,Unhealthy,66.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 10:00 PM,2021,02,23,22,61.2,154,Unhealthy,59.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-23 11:00 PM,2021,02,23,23,59.1,153,Unhealthy,57.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 12:00 AM,2021,02,24,00,54.5,148,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 01:00 AM,2021,02,24,01,44.7,124,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 02:00 AM,2021,02,24,02,37.3,105,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 03:00 AM,2021,02,24,03,33.6,96,Moderate,30.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 04:00 AM,2021,02,24,04,68.8,158,Unhealthy,104.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 05:00 AM,2021,02,24,05,64.4,156,Unhealthy,60.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 06:00 AM,2021,02,24,06,53.2,145,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 07:00 AM,2021,02,24,07,45.6,126,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 08:00 AM,2021,02,24,08,51.8,141,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 09:00 AM,2021,02,24,09,62.4,155,Unhealthy,73.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 10:00 AM,2021,02,24,10,74.7,161,Unhealthy,87.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 11:00 AM,2021,02,24,11,59.8,153,Unhealthy,45.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 12:00 PM,2021,02,24,12,47.9,132,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 01:00 PM,2021,02,24,13,39.4,111,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 02:00 PM,2021,02,24,14,34.7,99,Moderate,30.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 03:00 PM,2021,02,24,15,33.8,97,Moderate,33.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 04:00 PM,2021,02,24,16,32.4,94,Moderate,31.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 05:00 PM,2021,02,24,17,34.2,97,Moderate,36.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 06:00 PM,2021,02,24,18,36.1,102,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 07:00 PM,2021,02,24,19,47.0,129,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 08:00 PM,2021,02,24,20,63.5,155,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2021-02-24 09:00 PM,2021,02,24,21,79.2,163,Unhealthy,95.0,UG/M3,1 Hr,Valid
