Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Bamako,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,23.9,76,Moderate,22.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,20.9,70,Moderate,18.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,18.9,65,Moderate,17.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,23.9,76,Moderate,29.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,35.5,101,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,46.2,127,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,51.6,141,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,48.3,133,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,43.1,120,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,39.5,111,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,31.7,92,Moderate,24.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,28.8,86,Moderate,26.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,28.8,86,Moderate,-999.0,UG/M3,1 Hr,Missing
Bamako,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,20.9,70,Moderate,17.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,19.8,67,Moderate,19.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,20.4,68,Moderate,21.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,22.7,73,Moderate,25.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,30.5,90,Moderate,38.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,34.7,99,Moderate,39.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,44.4,123,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,40.7,114,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,36.3,103,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,36.3,103,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Bamako,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,24.7,77,Moderate,19.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,24.3,77,Moderate,24.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,25.2,79,Moderate,26.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,26.1,80,Moderate,27.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,36.7,104,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,63.5,155,Unhealthy,90.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,97.4,173,Unhealthy,131.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,130.7,190,Unhealthy,164.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,172.4,223,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,208.7,259,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,239.4,289,Very Unhealthy,270.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,265.2,316,Hazardous,291.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,301.1,351,Hazardous,337.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,326.1,376,Hazardous,351.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,298.0,348,Hazardous,270.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,230.5,280,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,180.2,230,Very Unhealthy,130.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,150.6,201,Very Unhealthy,121.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,142.8,196,Unhealthy,135.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,137.9,194,Unhealthy,133.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,137.4,193,Unhealthy,137.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,129.7,189,Unhealthy,122.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,124.3,187,Unhealthy,119.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,119.1,184,Unhealthy,114.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,116.0,182,Unhealthy,113.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,113.9,181,Unhealthy,112.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,114.5,181,Unhealthy,110.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,113.5,181,Unhealthy,105.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,110.8,180,Unhealthy,104.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,109.8,179,Unhealthy,107.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,109.1,179,Unhealthy,108.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,106.9,178,Unhealthy,102.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,108.0,178,Unhealthy,109.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,107.7,178,Unhealthy,107.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,107.4,178,Unhealthy,107.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,103.9,176,Unhealthy,92.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,122.8,186,Unhealthy,155.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,151.3,202,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,160.3,211,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,164.0,214,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,185.8,236,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,192.9,243,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,203.4,253,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,223.2,273,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,245.1,295,Very Unhealthy,267.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,251.0,301,Hazardous,257.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,253.5,304,Hazardous,256.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,241.9,292,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,233.5,283,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,231.5,281,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,219.8,270,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,220.7,271,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,210.7,261,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,210.8,261,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,204.7,255,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,202.2,252,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,201.2,251,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,197.9,248,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,197.0,247,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,180.3,231,Very Unhealthy,154.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,168.6,219,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,144.1,197,Unhealthy,119.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,124.6,187,Unhealthy,108.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,114.4,181,Unhealthy,105.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,116.7,183,Unhealthy,119.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,127.5,188,Unhealthy,139.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,159.5,210,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,174.2,224,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,179.1,229,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,168.3,219,Very Unhealthy,156.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,162.1,212,Very Unhealthy,155.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,159.2,210,Very Unhealthy,156.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,152.6,203,Very Unhealthy,145.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,141.6,195,Unhealthy,129.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,141.6,195,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Bamako,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,233.5,283,Very Unhealthy,280.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,170.3,221,Very Unhealthy,123.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,152.5,203,Very Unhealthy,137.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,151.2,202,Very Unhealthy,150.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,136.3,193,Unhealthy,122.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,128.6,189,Unhealthy,121.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,159.4,210,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,264.4,315,Hazardous,369.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,196.6,247,Very Unhealthy,129.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,151.3,202,Very Unhealthy,106.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,122.6,186,Unhealthy,94.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,101.3,175,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,89.6,169,Unhealthy,78.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,82.8,165,Unhealthy,76.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,84.8,166,Unhealthy,87.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,98.9,173,Unhealthy,113.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,206.9,257,Very Unhealthy,315.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,336.0,386,Hazardous,465.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,360.5,408,Hazardous,385.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,289.2,339,Hazardous,218.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,194.1,244,Very Unhealthy,99.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,141.0,195,Unhealthy,88.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,145.5,197,Unhealthy,150.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,122.7,186,Unhealthy,100.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,106.3,177,Unhealthy,90.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,95.6,172,Unhealthy,85.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,103.3,176,Unhealthy,111.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,118.1,183,Unhealthy,133.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,125.0,187,Unhealthy,132.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,122.4,186,Unhealthy,120.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,116.7,183,Unhealthy,111.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,106.9,178,Unhealthy,94.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,103.5,176,Unhealthy,99.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,90.0,169,Unhealthy,77.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,86.3,167,Unhealthy,78.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,81.7,165,Unhealthy,76.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,135.9,193,Unhealthy,192.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,106.9,178,Unhealthy,78.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,106.9,178,Unhealthy,107.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,127.4,188,Unhealthy,148.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,192.2,242,Very Unhealthy,257.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,217.6,267,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,159.8,210,Very Unhealthy,102.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,148.4,199,Unhealthy,137.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,203.2,253,Very Unhealthy,258.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,180.6,231,Very Unhealthy,158.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,171.3,222,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,132.1,191,Unhealthy,93.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,116.0,182,Unhealthy,100.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,109.0,179,Unhealthy,102.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,128.5,189,Unhealthy,148.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,222.2,272,Very Unhealthy,316.0,UG/M3,1 Hr,Suspect
Bamako,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,309.1,359,Hazardous,396.0,UG/M3,1 Hr,Suspect
Bamako,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,241.5,291,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,201.2,251,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,175.1,225,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,138.5,194,Unhealthy,102.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,100.7,174,Unhealthy,63.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,79.3,163,Unhealthy,58.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,67.1,157,Unhealthy,55.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,62.0,154,Unhealthy,57.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,61.0,154,Unhealthy,60.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,60.0,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,67.9,157,Unhealthy,76.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,73.9,161,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,80.9,164,Unhealthy,88.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,92.4,170,Unhealthy,104.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,83.6,166,Unhealthy,75.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,79.1,163,Unhealthy,74.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,75.2,161,Unhealthy,71.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,77.9,163,Unhealthy,81.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 04:00 PM,2020,01,08,16,79.8,164,Unhealthy,82.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 05:00 PM,2020,01,08,17,81.6,164,Unhealthy,84.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 06:00 PM,2020,01,08,18,88.7,168,Unhealthy,98.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 07:00 PM,2020,01,08,19,128.5,189,Unhealthy,167.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 08:00 PM,2020,01,08,20,234.2,284,Very Unhealthy,340.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 09:00 PM,2020,01,08,21,275.1,325,Hazardous,316.0,UG/M3,1 Hr,Valid
Bamako,PM2.5 - Principal,2020-01-08 10:00 PM,2020,01,08,22,254.1,305,Hazardous,233.0,UG/M3,1 Hr,Valid
